wNXM,COMP,DERI,FLUID,ETH,OPIUM,REZ,1INCH,PSP,CVX,USDT,MTV,ACE (acent.tech),MPL(old),INSUR,BT,EUL,BGBG,UNI,FEI,MORPHO,PET,HSF
"86,403.4082","56,530.0009","11,016,370.9549","7,414.1017",10.5444,"226,559.3866","168,976.674",995.8257,"10,400",36.8909,8.5041,"1,000",45,0.006231,2.6702,0.1,0.003993,150.0413,0.0₁₅854,0.0₁₄3571,0.0₁₅315,256,1
